"","United States","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","District of Columbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West Virginia","Wisconsin","Wyoming"
"1990-01-01","18151.0","325.4","68.8","266.1","155.0","2044.9","274.6","217.9","47.4","278.5","827.0","547.6","103.0","79.5","755.3","368.3","215.3","214.8","246.7","324.3","96.1","418.5","413.1","624.0","343.5","202.6","365.0","69.9","141.6","74.5","72.1","572.2","147.4","1464.0","490.8","68.0","714.9","268.9","228.2","700.5","62.7","274.3","62.3","343.5","1269.9","149.0","42.0","574.7","390.9","127.7","336.1","54.8"
"1990-02-01","18177.0","325.6","70.3","267.6","155.8","2049.2","275.3","217.4","48.3","279.4","831.8","548.0","102.8","79.2","757.0","367.3","219.4","214.6","246.9","325.1","94.8","419.1","412.1","624.2","344.3","203.5","366.2","69.9","142.4","73.4","72.0","572.4","148.2","1464.4","492.7","68.0","715.9","271.0","227.7","698.5","62.8","273.7","62.5","344.7","1272.0","148.8","42.4","577.6","394.6","126.7","338.9","54.9"
"1990-03-01","18294.0","326.5","70.7","268.3","157.9","2056.1","275.9","217.8","47.9","279.0","838.6","551.2","104.3","79.9","763.2","368.5","218.7","213.6","251.6","326.4","95.0","420.4","411.1","625.5","344.7","204.8","368.4","70.7","142.8","73.8","72.2","572.3","149.5","1469.4","496.9","68.0","719.6","269.7","228.3","699.8","62.6","274.1","62.7","347.4","1280.7","149.3","42.6","578.5","390.8","126.7","339.8","55.0"
"1990-04-01","18377.0","328.6","70.8","271.2","157.2","2068.4","277.4","218.3","47.9","278.5","844.6","551.2","105.8","81.4","762.9","370.9","219.3","213.1","245.7","327.6","96.1","425.4","413.0","631.1","347.9","204.1","367.9","71.9","143.8","74.4","73.3","577.7","149.9","1475.5","497.5","68.8","721.9","269.3","231.6","703.4","63.1","276.0","63.3","347.4","1285.9","150.2","44.9","578.6","394.8","126.4","343.2","55.5"
"1990-05-01","18599.0","331.9","70.4","276.5","160.1","2091.2","279.2","221.7","48.6","278.4","858.2","556.7","106.5","81.3","770.2","376.2","221.0","214.5","250.5","335.4","96.3","425.7","417.2","636.3","347.8","207.4","373.8","72.0","144.6","74.5","73.4","583.3","149.3","1492.6","505.2","69.1","730.2","269.6","233.7","708.1","63.9","280.1","63.6","351.5","1307.0","150.6","44.8","583.1","395.5","138.2","345.0","55.5"
"1990-06-01","18556.0","326.9","71.9","269.8","158.6","2091.1","278.3","222.5","47.9","278.6","854.1","556.2","105.7","81.0","772.6","389.4","219.6","212.1","245.3","329.4","96.2","427.6","414.8","635.5","345.8","200.5","369.8","73.0","143.2","76.1","73.0","583.6","151.6","1488.6","504.6","68.5","725.9","269.6","234.5","704.4","63.2","278.6","63.6","350.0","1291.9","150.9","44.2","579.9","396.0","127.8","345.1","55.1"
"1990-07-01","18560.0","333.8","72.5","273.4","160.3","2092.3","276.6","216.5","47.6","278.1","852.1","555.5","106.8","81.4","769.7","387.0","222.9","204.6","248.2","330.2","96.7","420.9","413.8","641.5","349.4","205.4","371.4","72.3","143.5","76.5","72.1","582.9","149.2","1475.1","508.0","68.3","727.0","270.9","234.1","705.3","61.5","273.1","63.6","352.0","1283.4","151.2","43.7","578.3","399.6","128.8","344.3","54.3"
"1990-08-01","18457.0","330.2","71.7","272.6","159.0","2077.8","274.0","217.5","47.4","277.1","847.5","553.4","106.3","81.8","773.9","386.5","219.4","213.8","249.6","331.2","96.2","418.6","407.5","639.4","348.3","194.6","371.6","71.6","143.3","75.0","73.3","580.8","149.5","1474.8","499.4","67.9","722.8","272.0","234.2","702.7","60.8","273.6","62.3","350.6","1267.6","151.0","44.2","576.2","404.5","127.0","341.9","55.1"
"1990-09-01","18437.0","332.9","71.4","273.9","160.5","2077.6","277.1","218.9","48.0","277.6","843.7","553.0","106.3","82.6","765.6","373.1","219.6","215.3","247.6","325.5","95.6","426.0","406.9","626.2","350.5","204.6","370.3","70.6","143.4","76.3","73.6","577.6","148.9","1468.7","500.0","66.6","721.9","271.4","232.7","700.5","62.4","279.6","62.6","350.2","1289.5","150.8","43.0","577.3","399.0","126.9","344.8","55.3"
"1990-10-01","18443.0","330.9","70.8","275.7","158.8","2082.0","276.6","217.9","48.4","277.2","853.6","551.1","106.6","82.3","766.7","372.2","218.1","215.8","248.4","328.0","95.2","423.9","404.6","628.9","350.0","204.3","370.2","71.4","142.7","77.1","72.3","575.2","150.0","1467.2","500.1","67.2","722.1","271.0","234.0","699.4","62.3","280.9","63.2","348.9","1289.4","151.4","43.4","573.2","400.7","126.6","345.8","55.3"
"1990-11-01","18450.0","331.8","70.3","277.6","159.1","2084.7","279.6","217.9","48.1","276.6","853.1","551.5","107.3","82.6","764.0","371.7","218.1","224.3","248.7","329.4","95.5","423.4","404.8","631.3","350.7","204.2","371.1","71.4","146.5","77.8","72.3","574.4","153.2","1466.0","502.7","67.3","721.8","270.6","234.2","699.1","62.3","279.1","63.5","349.0","1292.8","151.3","42.8","571.5","401.9","126.5","346.8","56.2"
"1990-12-01","18468.0","331.9","71.1","279.3","158.9","2086.2","278.5","218.6","48.0","278.3","854.5","550.6","106.8","82.9","767.8","370.9","217.9","216.6","249.3","330.2","95.6","423.1","404.1","629.8","349.7","203.8","370.3","71.6","144.0","78.2","72.4","575.6","149.7","1466.4","501.7","67.3","722.2","270.9","233.5","697.5","61.9","279.3","63.7","348.6","1298.2","151.4","43.8","574.2","403.4","126.2","345.0","55.8"
"1991-01-01","18474.0","334.0","69.4","279.9","160.0","2084.7","282.0","219.6","48.5","280.0","857.9","554.1","109.5","83.0","773.2","371.3","219.4","217.4","248.4","331.5","96.7","421.8","403.3","630.5","350.6","203.7","371.7","71.7","143.1","78.9","72.5","575.3","150.0","1464.4","504.3","67.3","723.9","271.2","233.7","704.4","63.0","280.5","63.5","348.7","1293.8","152.0","43.6","576.9","405.1","126.8","342.3","55.2"
